"","Term","p.value","p.adj","z.score","set.size","set.mean","set.sd"
"GO:0030478","actin cap",0.0555065898864171,0.248994309452115,1.59365566329501,3,0.00756931079286928,0.0119750994000702
"GO:0004310","farnesyl-diphosphate farnesyltransferase activity",0.0555677806669961,0.249077974858551,1.59310979959409,1,0.0124484907187036,NA
"GO:0051996","squalene synthase activity",0.0555677806669961,0.249077974858551,1.59310979959409,1,0.0124484907187036,NA
"GO:0009112","nucleobase metabolic process",0.0556139485271541,0.249077974858551,1.59269826460753,64,0.00234030700777574,0.00738599062342008
"GO:0009218","pyrimidine ribonucleotide metabolic process",0.0556145334894148,0.249077974858551,1.59269305205159,24,0.00325492174246203,0.00815069641492855
"GO:0030195","negative regulation of blood coagulation",0.0556417074029518,0.249077974858551,1.5924509549784,40,0.00272292604464168,0.00862372391725549
"GO:1900047","negative regulation of hemostasis",0.0556417074029518,0.249077974858551,1.5924509549784,40,0.00272292604464168,0.00862372391725549
"GO:0002579","positive regulation of antigen processing and presentation",0.0556708579883407,0.249077974858551,-1.59219135111921,12,-0.00243110133143886,0.00754065288867335
"GO:0043035","chromatin insulator sequence binding",0.0556729673215519,0.249077974858551,-1.59217257037473,1,-0.0106422106560577,NA
"GO:0004921","interleukin-11 receptor activity",0.0556850257061083,0.249077974858551,1.59206521763445,1,0.0124409183507657,NA
"GO:0019970","interleukin-11 binding",0.0556850257061083,0.249077974858551,1.59206521763445,1,0.0124409183507657,NA
"GO:0038154","interleukin-11-mediated signaling pathway",0.0556850257061083,0.249077974858551,1.59206521763445,1,0.0124409183507657,NA
"GO:0070110","ciliary neurotrophic factor receptor complex",0.0556850257061083,0.249077974858551,1.59206521763445,1,0.0124409183507657,NA
"GO:0060795","cell fate commitment involved in formation of primary germ layer",0.0557372979347509,0.24925218627001,1.59160006326588,32,0.00293751123453758,0.00846243146533928
"GO:0000808","origin recognition complex",0.0558071154494339,0.249445137777087,-1.59097931548384,9,-0.00294379367339279,0.00728820686153728
"GO:0005664","nuclear origin of replication recognition complex",0.0558071154494339,0.249445137777087,-1.59097931548384,9,-0.00294379367339279,0.00728820686153728
"GO:0086019","cell-cell signaling involved in cardiac conduction",0.0558406355005207,0.249535338670029,-1.59068150628017,15,-0.00207636880469502,0.00687917656129402
"GO:0052742","phosphatidylinositol kinase activity",0.0559254154136077,0.249854506980402,1.589928907345,15,0.00387444663191148,0.00823512538798021
"GO:0010971","positive regulation of G2/M transition of mitotic cell cycle",0.0560799952073972,0.25040623548158,1.58855900187668,13,0.00409252065600139,0.00850930843359071
"GO:1902751","positive regulation of cell cycle G2/M phase transition",0.0560799952073972,0.25040623548158,1.58855900187668,13,0.00409252065600139,0.00850930843359071
"GO:0071233","cellular response to leucine",0.0561403432744914,0.25040623548158,1.58802499796062,2,0.00903963876916972,0.0122701400841833
"GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway",0.0561426147551452,0.25040623548158,1.58800490707688,1,0.0124114844081245,NA
"GO:0036326","VEGF-A-activated receptor activity",0.0561426147551452,0.25040623548158,1.58800490707688,1,0.0124114844081245,NA
"GO:0036327","VEGF-B-activated receptor activity",0.0561426147551452,0.25040623548158,1.58800490707688,1,0.0124114844081245,NA
"GO:0036332","placental growth factor-activated receptor activity",0.0561426147551452,0.25040623548158,1.58800490707688,1,0.0124114844081245,NA
"GO:0005922","connexon complex",0.0561720910884065,0.250477982336051,-1.58774425172394,20,-0.00167251037315278,0.00416783102937492
"GO:0000731","DNA synthesis involved in DNA repair",0.0561956675343687,0.250523392968994,-1.58753584592115,12,-0.00242136207309582,0.0033509652090565
"GO:0008217","regulation of blood pressure",0.0562580565793069,0.250741769447824,-1.58698468556867,155,-2.01450573045509e-05,0.00744647450357125
"GO:0042171","lysophosphatidic acid acyltransferase activity",0.0563781034616772,0.251216961256345,1.58592551573085,11,0.00436510665904037,0.00686955605257188
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle",0.0564489289002576,0.251344504870264,1.58530145866731,51,0.0025066145482497,0.00626075445530059
"GO:0042361","menaquinone catabolic process",0.0564597031551287,0.251344504870264,-1.58520657864555,2,-0.00722570620568753,0.00472187836222139
"GO:0042377","vitamin K catabolic process",0.0564597031551287,0.251344504870264,-1.58520657864555,2,-0.00722570620568753,0.00472187836222139
"GO:0031083","BLOC-1 complex",0.0564692913498487,0.251344504870264,1.58512215528112,10,0.00453251208789205,0.00593735161136891
"GO:0042130","negative regulation of T cell proliferation",0.0565033872479186,0.251344504870264,-1.58482203483402,43,-0.000850113260158785,0.00965132647429451
"GO:0051121","hepoxilin metabolic process",0.0565054161402002,0.251344504870264,-1.5848041805265,5,-0.00423748784926641,0.00864911479335295
"GO:0051122","hepoxilin biosynthetic process",0.0565054161402002,0.251344504870264,-1.5848041805265,5,-0.00423748784926641,0.00864911479335295
"GO:0097477","lateral motor column neuron migration",0.0565235486770918,0.251344504870264,1.58464463613509,3,0.00753159897199385,0.0138109961830265
"GO:0033692","cellular polysaccharide biosynthetic process",0.0565376679888878,0.251344504870264,1.58452043119718,67,0.00230033391977213,0.00802975487042945
"GO:0044707","single-multicellular organism process",0.0565410925101074,0.251344504870264,-1.58449031000931,6123,0.000782073128035387,0.00701175688323491
"GO:0009786","regulation of asymmetric cell division",0.0565564708821825,0.251353134787861,-1.58435506361352,3,-0.00573090117480015,0.0106500108602839
"GO:0030182","neuron differentiation",0.0565865631393378,0.251427137787281,1.58409049851501,1121,0.0012313184832823,0.00724950182873249
"GO:0031118","rRNA pseudouridine synthesis",0.0566256511848781,0.251456279514491,1.58374700971172,1,0.0123806181221493,NA
"GO:1902961","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process",0.0566308250590085,0.251456279514491,1.58370155794949,1,0.0123802886339135,NA
"GO:0021987","cerebral cortex development",0.056633449459775,0.251456279514491,1.5836785042056,89,0.00211353067625875,0.00808379127393411
"GO:0002534","cytokine production involved in inflammatory response",0.0566626804626387,0.251526364673498,-1.58342178473182,12,-0.00241275550881172,0.00381283017885362
"GO:0031349","positive regulation of defense response",0.0567717253055581,0.251787741941431,-1.58246502472099,276,0.000214800234187973,0.0080125020892955
"GO:0030638","polyketide metabolic process",0.0567754033737279,0.251787741941431,-1.58243277857743,8,-0.00315516224379213,0.00714342185121232
"GO:0044597","daunorubicin metabolic process",0.0567754033737279,0.251787741941431,-1.58243277857743,8,-0.00315516224379213,0.00714342185121232
"GO:0044598","doxorubicin metabolic process",0.0567754033737279,0.251787741941431,-1.58243277857743,8,-0.00315516224379213,0.00714342185121232
"GO:0008119","thiopurine S-methyltransferase activity",0.0568108841450206,0.251885375400985,-1.58212179810153,2,-0.00720989424286385,0.00718731782528808
"GO:0009612","response to mechanical stimulus",0.0568328550927601,0.251923077574685,1.58192930468046,172,0.00176977118922025,0.00739203044494527
"GO:0006836","neurotransmitter transport",0.0568975315332133,0.252101772821154,-1.58136299685802,157,-1.09757002098221e-05,0.00688689111093186
"GO:0071361","cellular response to ethanol",0.0569145462530333,0.252101772821154,-1.58121409995958,8,-0.00315203944051552,0.00513392192567754
"GO:0021536","diencephalon development",0.0569297515935392,0.252101772821154,1.58108106671085,117,0.00195576951521205,0.00721169300196369
"GO:0032455","nerve growth factor processing",0.0569466554074331,0.252101772821154,-1.58093320616301,4,-0.0048299939103245,0.00564018308957759
"GO:0071557","histone H3-K27 demethylation",0.0569540303614989,0.252101772821154,1.58086870700794,4,0.00662924606223142,0.0104169766235601
"GO:0071558","histone demethylase activity (H3-K27 specific)",0.0569540303614989,0.252101772821154,1.58086870700794,4,0.00662924606223142,0.0104169766235601
"GO:1903312","negative regulation of mRNA metabolic process",0.0569826447756231,0.252168761100735,1.58061851609123,21,0.0033986661806434,0.00940718151878707
"GO:0034243","regulation of transcription elongation from RNA polymerase II promoter",0.0570458773367349,0.252388879248099,1.58006599107571,19,0.00352613348181669,0.00593646440368913
"GO:0016075","rRNA catabolic process",0.0570967107863531,0.252525456052887,-1.57962215878546,8,-0.00314796017052429,0.00506912706717592
"GO:0010611","regulation of cardiac muscle hypertrophy",0.0571037463436175,0.252525456052887,1.57956075509006,25,0.00318824367017491,0.00744247989593192
"GO:0042256","mature ribosome assembly",0.0571677980453916,0.252748955385747,1.57900200966751,5,0.00601816570463415,0.00739807507945845
"GO:0071260","cellular response to mechanical stimulus",0.0571912556842723,0.2527929179655,1.57879750374313,66,0.00230584897430009,0.00863538505617488
"GO:0044003","modification by symbiont of host morphology or physiology",0.0572242953810201,0.25286310775425,-1.57850957247624,31,-0.00115366344284897,0.00764009765216219
"GO:0016406","carnitine O-acyltransferase activity",0.0572455785870148,0.25286310775425,-1.57832416485719,6,-0.00377057418100332,0.0040331175397942
"GO:2000681","negative regulation of rubidium ion transport",0.0572662941621273,0.25286310775425,1.57814375421737,3,0.00750439229621068,0.0057230193836016
"GO:2000687","negative regulation of rubidium ion transmembrane transporter activity",0.0572662941621273,0.25286310775425,1.57814375421737,3,0.00750439229621068,0.0057230193836016
"GO:2000659","regulation of interleukin-1-mediated signaling pathway",0.0572747240219586,0.25286310775425,1.57807035380055,3,0.00750408510999072,0.0140572982317232
"GO:0005507","copper ion binding",0.0573037557633092,0.25291773058882,1.57781763386188,50,0.00251498986637994,0.00660256285645265
"GO:0002697","regulation of immune effector process",0.0573141377080084,0.25291773058882,-1.57772728398001,258,0.000193053603921686,0.00783688837862652
"GO:0005048","signal sequence binding",0.0573331745561533,0.252942066803633,1.57756164741204,21,0.0033938333382748,0.00644892685696517
"GO:0034423","autophagic vacuole lumen",0.0573547257947415,0.252977481894939,-1.57737418575383,1,-0.0105349344273216,NA
"GO:0006714","sesquiterpenoid metabolic process",0.057443203694739,0.253262223494231,-1.5766051484292,3,-0.00569846720161999,0.0125709806983321
"GO:0043587","tongue morphogenesis",0.0574510070137414,0.253262223494231,1.57653736781993,7,0.00521859533337397,0.0116274917981495
"GO:0030506","ankyrin binding",0.0574598993108904,0.253262223494231,-1.57646013703823,21,-0.00159260595993212,0.0101188829629757
"GO:0070230","positive regulation of lymphocyte apoptotic process",0.0575138830628627,0.253440446778306,-1.57599148267408,15,-0.00204888426309107,0.0102455895128758
"GO:0004879","ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity",0.057550515723906,0.253443555033207,-1.57567365704639,48,-0.000746667805845198,0.00491550252940482
"GO:0098531","direct ligand regulated sequence-specific DNA binding transcription factor activity",0.057550515723906,0.253443555033207,-1.57567365704639,48,-0.000746667805845198,0.00491550252940482
"GO:0044154","histone H3-K14 acetylation",0.0575552347792721,0.253443555033207,1.57563272600766,5,0.00600724398444554,0.00904682809264768
"GO:0061042","vascular wound healing",0.057655942145341,0.253716214573685,-1.57475986257014,7,-0.00341424002404144,0.00685768604196002
"GO:0003906","DNA-(apurinic or apyrimidinic site) lyase activity",0.057659641507374,0.253716214573685,1.57472782183716,13,0.00406472195093296,0.00791582263956712
"GO:0090241","negative regulation of histone H4 acetylation",0.057672855730745,0.253716214573685,1.57461338465279,2,0.0089708935446707,0.0126867593174786
"GO:0017128","phospholipid scramblase activity",0.0576787566241852,0.253716214573685,1.5745622886776,8,0.00493448041990803,0.00772166365758481
"GO:0005874","microtubule",0.0576849706287758,0.253716214573685,1.57450848590906,346,0.00150714727371166,0.00672943873427829
"GO:0000083","regulation of transcription involved in G1/S transition of mitotic cell cycle",0.0577266682366872,0.253839928546185,1.57414757300716,24,0.003227497802394,0.00674153794137325
"GO:0042147","retrograde transport, endosome to Golgi",0.0578030526249096,0.254116075770049,1.57348696064013,42,0.00265769613214024,0.00775637315758351
"GO:0017053","transcriptional repressor complex",0.0578416682253156,0.254204936051218,1.57315325377555,69,0.00226990493367423,0.00752914389641394
"GO:0060135","maternal process involved in female pregnancy",0.0578504443905717,0.254204936051218,1.57307743666267,51,0.00249422420218709,0.00761807340800795
"GO:0042007","interleukin-18 binding",0.0579092029736992,0.254403370320812,1.5725700552452,1,0.0122995943107915,NA
"GO:0042360","vitamin E metabolic process",0.0579545150077919,0.25454265267334,-1.57217906130954,4,-0.00479826648103407,0.00490358686113206
"GO:0015095","magnesium ion transmembrane transporter activity",0.0579914724963163,0.254645184158707,-1.57186033595107,13,-0.00225947279747279,0.00812448390221663
"GO:0003407","neural retina development",0.058005839146745,0.254648492625912,-1.57173647950182,44,-0.000815780963279968,0.00611792248660257
"GO:2000406","positive regulation of T cell migration",0.0580472686930522,0.254770579111271,-1.57137944584804,20,-0.00164599827816601,0.00851859893004673
"GO:0060170","ciliary membrane",0.0580714492300268,0.254816919844448,-1.57117115412389,62,-0.000544173783397562,0.00765677316223884
"GO:0042623","ATPase activity, coupled",0.058097182017331,0.25485856460217,1.57094956612269,258,0.00160339646214123,0.00779084975738655
"GO:0014046","dopamine secretion",0.0581358114875842,0.25485856460217,-1.57061706803649,18,-0.00178255876253528,0.005442169164869
"GO:0014059","regulation of dopamine secretion",0.0581358114875842,0.25485856460217,-1.57061706803649,18,-0.00178255876253528,0.005442169164869
"GO:0009295","nucleoid",0.0581490619973303,0.25485856460217,1.57050305600187,36,0.0027952812725561,0.00750023714428507
